id,f84faf3b-09a3-4d4d-9bfd-9e51ce7e3322
name,Cal_785_SEX139
device,EZI860
spectrometer,ZTNX
time_stamp,2022-08-19 18:42:55
integ_time,60000
integ_unit,ms
averages,5
laserPower,100
user,Admin
wl,785nm
Pixels,Wavelength,Wavenumbers,Raman_Shift,Raw_Data,Background_Data,Processed_Data
390,826.8569167397825,9731.31627383876,649.187431496651,4270,3755,515
391,827.0740691747965,9732.26650161136,652.3627693096144,6755,6220,535
392,827.2911279380234,9733.217775909188,655.5350715097823,2780,2303,477
393,827.508093031672,9734.170097312539,658.7043415954588,2666,2166,500
394,827.7249644579514,9735.12346640249,661.8705830591928,2181,1660,521
395,827.9417422190699,9736.077883760918,665.0337993877758,2997,2409,588
396,828.1584263172366,9737.033349970485,668.1939940622663,3552,2949,603
397,828.3750167546604,9737.989865614647,671.3511705579979,3693,3252,441
398,828.5915135335497,9738.947431277662,674.5053323445784,3172,2629,543
399,828.8079166561135,9739.906047544582,677.6564828859257,3928,3407,521
400,829.0242261245604,9740.865715001246,680.8046256402515,2993,2502,491
401,829.2404419410994,9741.826434234306,683.9497640600996,2614,2071,543
402,829.4565641079392,9742.788205831199,687.0919015923366,4185,3640,545
403,829.6725926272885,9743.751030380166,690.2310416781722,5564,4955,609
404,829.8885275013562,9744.714908470256,693.3671877531717,2707,2090,617
405,830.1043687323508,9745.679840691308,696.5003432472615,6494,5797,697
406,830.3201163224813,9746.645827633965,699.6305115847456,3849,3223,626
407,830.5357702739565,9747.612869889681,702.7576961843145,3157,2251,906
408,830.7513305889852,9748.580968050703,705.8819004590616,5829,4096,1733
409,830.966797269776,9749.550122710096,709.00312781648,8280,2840,5440
410,831.1821703185376,9750.520334461718,712.1213816584907,8051,2264,5787
411,831.397449737479,9751.491603900246,715.2366653814436,4221,1794,2427
412,831.612635528809,9752.463931621158,718.3489823761386,2919,1764,1155
413,831.8277276947362,9753.437318220735,721.458336027815,2539,1735,804
414,832.0427262374693,9754.411764296083,724.5647297161879,2697,2025,672
415,832.2576311592175,9755.387270445106,727.6681668154517,2900,2277,623
416,832.4724424621891,9756.363837266525,730.7686506942766,5147,4619,528
417,832.6871601485931,9757.341465359876,733.8661847158376,2643,2079,564
418,832.9017842206382,9758.3201553255,736.960772237818,2518,1948,570
419,833.1163146805333,9759.299907764564,740.0524166124226,3112,2571,541
420,833.330751530487,9760.280723279044,743.1411211863826,2437,1865,572
421,833.5450947727082,9761.262602471734,746.2268893009743,4653,4165,488
422,833.7593444094057,9762.24554594624,749.309724292026,3586,3094,492
423,833.973500442788,9763.229554306998,752.3896294899253,2500,2075,425
424,834.1875628750643,9764.214628159252,755.4666082196429,3078,2549,529
425,834.4015317084429,9765.200768109074,758.5406638007255,2236,1763,473
426,834.6154069451329,9766.187974763357,761.6117995473207,3238,2653,585
427,834.8291885873431,9767.176248729811,764.6800187681831,2781,2222,559
428,835.0428766372821,9768.165590616973,767.7453247666774,3509,3009,500
429,835.2564710971587,9769.156001034207,770.8077208408042,3025,2556,469
430,835.4699719691819,9770.147480591697,773.8672102831981,2339,1825,514
431,835.6833792555601,9771.140029900456,776.9237963811422,2868,2306,562
432,835.8966929585023,9772.133649572326,779.9774824165827,2709,2203,506
433,836.1099130802172,9773.128340219973,783.0282716661343,3379,2870,509
434,836.3230396229136,9774.124102456897,786.0761674010894,6015,5442,573
435,836.5360725888004,9775.120936897423,789.121172887438,2751,2223,528
436,836.7490119800862,9776.118844156714,792.1632913858659,2178,1625,553
437,836.9618577989797,9777.117824850759,795.2025261517731,2687,2166,521
438,837.17461004769,9778.117879596384,798.2388804352825,2876,2392,484
439,837.3872687284255,9779.11900901125,801.272357481251,3272,2825,447
440,837.5998338433951,9780.121213713845,804.302960529277,2516,2056,460
441,837.8123053948078,9781.124494323509,807.3306928137147,2361,1811,550
442,838.0246833848721,9782.128851460402,810.3555575636794,2637,2140,497
443,838.236967815797,9783.134285745535,813.3775580030663,2353,1829,524
444,838.4491586897909,9784.14079780075,816.396697350546,3222,2732,490
445,838.6612560090629,9785.148388248736,819.4129788195926,2636,2117,519
446,838.8732597758217,9786.157057713017,822.4264056184832,2272,1729,543
447,839.0851699922761,9787.166806817964,825.4369809503107,5114,4531,583
448,839.2969866606347,9788.177636188793,828.4447080129914,2741,2284,457
449,839.5087097831065,9789.189546451555,831.4495899992792,2707,2247,460
450,839.7203393619002,9790.202538233158,834.4516300967728,3273,2665,608
451,839.9318753992244,9791.216612161346,837.4508314879288,2730,2276,454
452,840.1433178972883,9792.231768864718,840.4471973500706,3567,3045,522
453,840.3546668583001,9793.248008972718,843.4407308553903,2770,2264,506
454,840.5659222844689,9794.265333115642,846.4314351709756,2923,2407,516
455,840.7770841780035,9795.28374192463,849.4193134588088,2156,1659,497
456,840.9881525411128,9796.303236031683,852.4043688757786,4015,3553,462
457,841.1991273760052,9797.32381606965,855.3866045736825,3377,2855,522
458,841.4100086848896,9798.345482672226,858.3660236992521,2619,2122,497
459,841.620796469975,9799.368236473976,861.342629394155,2980,2518,462
460,841.8314907334698,9800.392078110308,864.3164247950001,2996,2526,470
461,842.0420914775832,9801.417008217491,867.2874130333596,2682,2221,461
462,842.2525987045235,9802.443027432655,870.2555972357598,2671,2191,480
463,842.4630124165,9803.470136393782,873.2209805237173,2398,1932,466
464,842.6733326157209,9804.498335739718,876.1835660137233,2328,1801,527
465,842.8835593043956,9805.52762611017,879.1433568172699,2734,2272,462
466,843.0936924847323,9806.55800814571,882.1003560408492,2920,2465,455
467,843.3037321589401,9807.589482487761,885.0545667859744,5235,4737,498
468,843.5136783292277,9808.622049778622,888.0059921491768,3414,2908,506
469,843.7235309978038,9809.655710661455,890.954635222027,3759,3268,491
470,843.9332901668774,9810.69046578028,893.900499091141,2670,2172,498
471,844.1429558386569,9811.726315779999,896.843586838176,3201,2702,499
472,844.3525280153515,9812.763261306365,899.7839015398688,3411,2873,538
473,844.5620066991695,9813.801303006014,902.721446268016,3302,2820,482
474,844.7713918923203,9814.840441526445,905.6562240895084,2481,2033,448
475,844.9806835970119,9815.880677516032,908.5882380663145,4021,3545,476
476,845.1898818154536,9816.922011624018,911.5174912555187,3208,2697,511
477,845.398986549854,9817.96444450052,914.4439867093054,3218,2738,480
478,845.607997802422,9819.007976796534,917.3677274749855,3094,2550,544
479,845.8169155753665,9820.052609163928,920.2887165950026,3657,3189,468
480,846.0257398708958,9821.098342255445,923.2069571069253,3105,2628,477
481,846.234470691219,9822.14517672471,926.1224520434891,3093,2573,520
482,846.4431080385449,9823.193113226225,929.0352044325748,2571,2062,509
483,846.6516519150822,9824.242152415372,931.9452172972408,4065,3677,388
484,846.8601023230395,9825.292294948416,934.8524936557089,2720,2253,467
485,847.0684592646257,9826.343541482496,937.7570365214008,2632,2162,470
486,847.2767227420497,9827.395892675646,940.6588489029302,3938,3470,468
487,847.4848927575204,9828.449349186776,943.5579338041127,3505,3081,424
488,847.6929693132461,9829.503911675683,946.4542942239761,2579,2095,484
489,847.9009524114358,9830.559580803054,949.3479331567771,3086,2649,437
490,848.1088420542983,9831.61635723046,952.2388535920029,2903,2406,497
491,848.3166382440426,9832.674241620361,955.1270585143859,2430,1957,473
492,848.524340982877,9833.733234636107,958.0125509039001,4941,4406,535
493,848.7319502730106,9834.793336941942,960.8953337357918,3328,2866,462
494,848.939466116652,9835.854549202995,963.7754099805654,3752,3262,490
495,849.1468885160101,9836.916872085296,966.6527826040103,3119,2655,464
496,849.3542174732938,9837.980306255762,969.5274545672085,3346,2840,506
497,849.5614529907116,9839.044852382209,972.3994288265233,3668,3241,427
498,849.7685950704724,9840.11051113335,975.2687083336398,3155,2597,558
499,849.9756437147848,9841.177283178795,978.1352960355464,5121,4674,447
500,850.1825989258581,9842.245169189053,980.9991948745676,4665,4197,468
501,850.3894607059004,9843.314169835525,983.8604077883422,2962,2476,486
502,850.5962290571208,9844.38428579053,986.7189377098687,3807,3317,490
503,850.8029039817282,9845.455517727267,989.5747875674872,5286,4749,537
504,851.0094854819309,9846.527866319857,992.4279602848976,2970,2484,486
505,851.2159735599384,9847.601332243314,995.2784587811777,5382,4935,447
506,851.4223682179588,9848.675916173564,998.1262859707651,3148,2606,542
507,851.6286694582013,9849.751618787433,1000.9714447635008,2425,1905,520
508,851.8348772828743,9850.828440762658,1003.8139380646091,2454,1970,484
509,852.040991694187,9851.90638277789,1006.653768774727,2714,2153,561
510,852.247012694348,9852.985445512673,1009.4909397899003,3123,2560,563
511,852.4529402855658,9854.065629647484,1012.3254540015944,5251,4656,595
512,852.6587744700495,9855.146935863695,1015.1573142967075,2455,1913,542
513,852.8645152500078,9856.2293648436,1017.986523557581,2641,2065,576
514,853.0701626276496,9857.312917270405,1020.8130846619945,2430,1870,560
515,853.2757166051833,9858.397593828227,1023.6370004831927,2905,2343,562
516,853.481177184818,9859.483395202107,1026.45827388988,2536,1944,592
517,853.6865443687624,9860.570322078001,1029.2769077462392,2433,1863,570
518,853.8918181592252,9861.658375142788,1032.0929049119306,4392,3824,568
519,854.0969985584153,9862.747555084248,1034.906268242111,2754,2207,547
520,854.3020855685412,9863.837862591112,1037.7170005874334,3010,2414,596
521,854.507079191812,9864.92929835301,1040.5251047940594,3585,3092,493
522,854.7119794304363,9866.021863060505,1043.3305837036708,3128,2582,546
523,854.916786286623,9867.115557405086,1046.1334401534743,2642,2113,529
524,855.1214997625806,9868.21038207916,1048.9336769761987,2769,2187,582
525,855.3261198605181,9869.30633777607,1051.731297000136,2614,2079,535
526,855.5306465826444,9870.403425190081,1054.5263030491144,4606,3992,614
527,855.735079931168,9871.501645016395,1057.3186979425275,4344,3699,645
528,855.9394199082979,9872.600997951127,1060.1084844953323,3434,2733,701
529,856.1436665162425,9873.70148469135,1062.8956655180657,3591,2695,896
530,856.3478197572109,9874.803105935045,1065.6802438168481,3273,2194,1079
531,856.5518796334119,9875.905862381142,1068.4622221933962,3919,2939,980
532,856.7558461470542,9877.0097547295,1071.2416034450227,3948,2807,1141
533,856.9597193003464,9878.114783680918,1074.0183903646532,3958,2516,1442
534,857.1634990954974,9879.220949937127,1076.792585740831,5036,2644,2392
535,857.3671855347161,9880.328254200806,1079.5641923577289,9175,2786,6389
536,857.5707786202112,9881.436697175566,1082.3332129951498,34453,2172,32281
537,857.7742783541913,9882.546279565955,1085.0996504285424,48657,3991,44666
538,857.9776847388653,9883.657002077478,1087.8635074290025,18281,2436,15845
539,858.1809977764422,9884.768865416569,1090.6247867632949,7220,2134,5086
540,858.3842174691302,9885.881870290617,1093.3834911938386,3994,1735,2259
541,858.5873438191387,9886.99601740795,1096.1396234787437,3253,1908,1345
542,858.7903768286761,9888.111307477846,1098.8931863717928,2856,1909,947
543,858.9933164999513,9889.227741210529,1101.6441826224666,2787,1997,790
544,859.1961628351731,9890.345319317177,1104.3926149759438,2970,2300,670
545,859.3989158365503,9891.464042509919,1107.1384861731124,4275,3644,631
546,859.6015755062913,9892.58391150182,1109.8817989505762,3545,2875,670
547,859.8041418466053,9893.704927006927,1112.6225560406667,3924,3262,662
548,860.0066148597009,9894.827089740214,1115.3607601714477,2414,1844,570
549,860.208994547787,9895.950400417625,1118.0964140667195,2705,2081,624
550,860.4112809130722,9897.074859756056,1120.8295204460367,2239,1696,543
551,860.6134739577656,9898.200468473362,1123.5600820247084,3308,2755,553
552,860.8155736840755,9899.327227288359,1126.2881015138075,2321,1860,461
553,861.017580094211,9900.45513692082,1129.0135816201812,2449,2041,408
554,861.2194931903807,9901.584198091485,1131.7365250464584,3260,2820,440
555,861.4213129747934,9902.714411522044,1134.4569344910553,3691,3200,491
556,861.623039449658,9903.84577793517,1137.1748126481846,2526,2049,477
557,861.8246726171831,9904.978298054486,1139.8901622078658,3303,2804,499
558,862.0262124795778,9906.111972604585,1142.6029858559334,4256,3826,430
559,862.2276590390504,9907.246802311034,1145.3132862740306,3698,3258,440
560,862.4290122978101,9908.382787900358,1148.0210661396443,3697,3268,429
561,862.6302722580655,9909.519930100067,1150.726328126085,2287,1847,440
562,862.8314389220253,9910.658229638628,1153.4290749025142,2356,1931,425
563,863.0325122918982,9911.797687245487,1156.1293091339387,2242,1769,473
564,863.2334923698933,9912.938303651066,1158.8270334812362,2051,1593,458
565,863.434379158219,9914.080079586754,1161.522250601139,3848,3360,488
566,863.6351726590843,9915.22301578493,1164.2149631462628,4352,3910,442
567,863.8358728746981,9916.367112978935,1166.9051737651018,3664,3197,467
568,864.0364798072688,9917.512371903102,1169.592885102041,2538,2098,440
569,864.2369934590055,9918.658793292734,1172.278099797367,2987,2498,489
570,864.4374138321168,9919.806377884126,1174.9608204872668,2356,1899,457
571,864.6377409288116,9920.955126414547,1177.6410498038433,2437,1934,503
572,864.8379747512985,9922.105039622253,1180.3187903751216,2677,2245,432
573,865.0381153017863,9923.256118246483,1182.9940448250538,2072,1646,426
574,865.2381625824839,9924.408363027465,1185.6668157735305,2751,2364,387
575,865.4381165956,9925.561774706415,1188.337105836384,2400,2007,393
576,865.6379773433436,9926.716354025537,1191.004917625399,2775,2291,484
577,865.837744827923,9927.872101728028,1193.6702537483154,2134,1655,479
578,866.0374190515472,9929.029018558069,1196.3331168088473,2017,1630,387
579,866.2370000164253,9930.187105260844,1198.9935094066798,2378,1952,426
580,866.4364877247656,9931.346362582522,1201.6514341374725,3889,3474,415
581,866.635882178777,9932.506791270274,1204.3068935928834,3046,2640,406
582,866.8351833806684,9933.668392072263,1206.9598903605613,2553,2201,352
583,867.0343913326484,9934.831165737653,1209.6104270241642,2503,2157,346
584,867.2335060369259,9935.995113016605,1212.2585061633574,2493,2188,305
585,867.4325274957097,9937.160234660283,1214.9041303538245,3728,3282,446
586,867.6314557112084,9938.326531420853,1217.547302167278,2523,2085,438
587,867.8302906856311,9939.49400405148,1220.1880241714637,2030,1598,432
588,868.0290324211863,9940.662653306337,1222.8262989301668,4087,3636,451
589,868.2276809200828,9941.832479940604,1225.4621290032185,2946,2509,437
590,868.4262361845293,9943.003484710467,1228.0955169465099,2875,2435,440
591,868.6246982167348,9944.175668373113,1230.726465311994,2610,2129,481
592,868.823067018908,9945.34903168675,1233.3549766476947,2353,1967,386
593,869.0213425932576,9946.52357541059,1235.9810534977107,2467,2017,450
594,869.2195249419923,9947.699300304861,1238.6046984022244,2100,1699,401
595,869.417614067321,9948.876207130801,1241.225913897518,3271,2816,455
596,869.6156099714525,9950.054296650665,1243.844702515967,3170,2736,434
597,869.8135126565955,9951.233569627728,1246.4610667860518,3506,3060,446
598,870.0113221249588,9952.41402682627,1249.075009232368,2550,2068,482
599,870.2090383787512,9953.595669011607,1251.6865323756367,2283,1856,427
600,870.4066614201813,9954.778496950063,1254.2956387327006,3090,2686,404
601,870.6041912514582,9955.962511408985,1256.9023308165426,2108,1681,427
602,870.8016278747905,9957.147713156748,1259.5066111362823,3109,2720,389
603,870.9989712923868,9958.334102962745,1262.1084821971938,2400,2013,387
604,871.196221506456,9959.521681597402,1264.7079465007039,2274,1859,415
605,871.3933785192071,9960.710449832162,1267.3050065444106,2191,1798,393
606,871.5904423328486,9961.900408439511,1269.899664822072,3268,2814,454
607,871.7874129495893,9963.091558192942,1272.49192382363,2722,2283,439
608,871.984290371638,9964.283899867005,1275.081786035212,2338,1958,380
609,872.1810746012036,9965.47743423726,1277.6692539391345,2905,2447,458
610,872.3777656404947,9966.672162080315,1280.2543300139125,4172,3898,274
611,872.5743634917203,9967.868084173806,1282.837016734272,2756,2383,373
612,872.7708681570889,9969.065201296407,1285.4173165711447,2131,1685,446
613,872.9672796388093,9970.263514227832,1287.9952319916858,3832,3486,346
614,873.1635979390906,9971.46302374883,1290.57076545928,2509,2116,393
615,873.359823060141,9972.663730641198,1293.1439194335392,3737,3251,486
616,873.5559550041698,9973.865635687756,1295.7146963703192,3098,2701,397
617,873.7519937733856,9975.068739672393,1298.283098721725,6017,5523,494
618,873.9479393699971,9976.273043380023,1300.8491289361148,3766,3336,430
619,874.1437917962131,9977.478547596615,1303.4127894581045,2851,2332,519
620,874.3395510542425,9978.685253109179,1305.9740827285834,2404,1967,437
621,874.5352171462939,9979.893160705782,1308.5330111847136,2367,1942,425
622,874.7307900745762,9981.102271175534,1311.089577259939,3241,2809,432
623,874.9262698412982,9982.312585308598,1313.6437833839893,3108,2678,430
624,875.1216564486685,9983.524103896196,1316.1956319828944,3350,2940,410
625,875.316949898896,9984.736827730589,1318.7451254789823,2768,2331,437
626,875.5121501941894,9985.950757605111,1321.2922662908907,1975,1515,460
627,875.7072573367575,9987.165894314141,1323.837056833577,2122,1675,447
628,875.9022713288091,9988.38223865312,1326.3794995183155,2299,1865,434
629,876.097192172553,9989.599791418552,1328.9195967527132,2969,2532,437
630,876.2920198701979,9990.818553407995,1331.4573509407085,2906,2460,446
631,876.4867544239526,9992.038525420077,1333.9927644825868,2080,1683,397
632,876.681395836026,9993.259708254485,1336.5258397749851,2368,1946,422
633,876.8759441086265,9994.482102711978,1339.0565792108857,4389,3971,418
634,877.0703992439634,9995.705709594366,1341.584985179644,2780,2372,408
635,877.2647612442449,9996.930529704547,1344.1110600669792,3144,2773,371
636,877.4590301116804,9998.156563846473,1346.634806254989,2708,2313,395
637,877.6532058484781,9999.383812825177,1349.1562261221472,3344,2898,446
638,877.8472884568472,10000.612277446762,1351.6753220433268,2338,1899,439
639,878.0412779389961,10001.841958518398,1354.1920963897858,2185,1782,403
640,878.2351742971339,10003.072856848341,1356.7065515291918,2880,2461,419
641,878.4289775334693,10004.304973245917,1359.218689825618,2628,2198,430
642,878.6226876502109,10005.53830852153,1361.7285136395487,3388,3024,364
643,878.8163046495674,10006.772863486665,1364.2360253278978,4058,3682,376
644,879.0098285337481,10008.008638953892,1366.7412272440044,2235,1768,467
645,879.2032593049612,10009.245635736854,1369.2441217376356,2324,1909,415
646,879.3965969654158,10010.483854650285,1371.7447111550111,2976,2571,405
647,879.5898415173206,10011.723296510003,1374.2429978387893,4143,3709,434
648,879.7829929628842,10012.963962132913,1376.738984128083,3086,2664,422
649,879.9760513043157,10014.205852337007,1379.2326723584713,2456,2126,330
650,880.1690165438237,10015.448967941367,1381.7240648619947,2708,2328,380
651,880.3618886836168,10016.693309766168,1384.213163967169,6621,6248,373
652,880.5546677259041,10017.93887863267,1386.6999719989883,4030,3604,426
653,880.7473536728941,10019.185675363238,1389.1844912789322,2439,2031,408
654,880.9399465267957,10020.433700781325,1391.6667241249754,3385,3001,384
655,881.1324462898178,10021.682955711483,1394.1466728515927,2191,1748,443
656,881.3248529641689,10022.933440979365,1396.6243397697538,3837,3447,390
657,881.5171665520579,10024.185157411717,1399.0997271869503,3723,3351,372
658,881.7093870556938,10025.438105836394,1401.5728374071925,3215,2831,384
659,881.9015144772849,10026.692287082351,1404.0436727309982,2450,2080,370
660,882.0935488190403,10027.947701979647,1406.5122354554362,2720,2265,455
661,882.2854900831686,10029.20435135944,1408.9785278740994,3754,3315,439
662,882.4773382718787,10030.46223605401,1411.4425522771246,3642,3211,431
663,882.6690933873795,10031.721356896733,1413.9043109512033,3061,2654,407
664,882.8607554318796,10032.981714722102,1416.3638061795766,3203,2748,455
665,883.0523244075877,10034.243310365715,1418.821040242042,2807,2326,481
666,883.2438003167127,10035.506144664294,1421.2760154149794,4435,3935,500
667,883.4351831614633,10036.770218455666,1423.7287339713287,2898,2393,505
668,883.6264729440485,10038.035532578777,1426.1791981806157,2868,2402,466
669,883.8176696666766,10039.302087873693,1428.6274103089465,4863,4107,756
670,884.0087733315568,10040.569885181598,1431.0733726190313,3587,2631,956
671,884.1997839408976,10041.838925344791,1433.5170873701657,3829,2483,1346
672,884.3907014969082,10043.109209206703,1435.9585568182567,2743,1664,1079
673,884.5815260017969,10044.380737611882,1438.397783215821,4572,3859,713
674,884.7722574577725,10045.653511406006,1440.834768811984,2865,2309,556
675,884.962895867044,10046.927531435875,1443.2695158525087,2605,2162,443
676,885.1534412318205,10048.202798549419,1445.7020265797776,3187,2659,528
677,885.34389355431,10049.479313595699,1448.1323032328012,2709,2261,448
678,885.5342528367215,10050.757077424909,1450.5603480472412,1995,1666,329
679,885.7245190812641,10052.036090888369,1452.9861632554068,1941,1504,437
680,885.9146922901464,10053.316354838538,1455.4097510862532,2452,2090,362
681,886.1047724655771,10054.597870129013,1457.8311137653957,2276,1899,377
682,886.2947596097653,10055.880637614524,1460.250253515119,2584,2181,403
683,886.4846537249192,10057.164658150945,1462.6671725543722,3922,3548,374
684,886.674454813248,10058.449932595286,1465.0818730987842,2775,2398,377
685,886.8641628769603,10059.736461805704,1467.4943573606681,2094,1696,398
686,887.0537779182649,10061.024246641487,1469.9046275490193,3408,3009,399
687,887.2432999393706,10062.313287963088,1472.3126858695352,2752,2332,420
688,887.4327289424863,10063.603586632093,1474.71853452461,2269,1902,367
689,887.6220649298205,10064.895143511236,1477.122175713342,5724,5346,378
690,887.8113079035822,10066.187959464407,1479.5236116315457,3645,3297,348
691,888.0004578659801,10067.482035356648,1481.9228444717494,2927,2626,301
692,888.189514819223,10068.777372054146,1484.3198764232086,3027,2663,364
693,888.3784787655195,10070.07397042425,1486.7147096719048,2965,2628,337
694,888.5673497070787,10071.371831335466,1489.1073464005597,2140,1854,286
695,888.7561276461091,10072.670955657444,1491.49778878863,3275,2859,416
696,888.9448125848195,10073.971344261014,1493.8860390123239,2033,1672,361
697,889.1334045254188,10075.272998018152,1496.272099244604,2314,1891,423
698,889.3219034701156,10076.575917802,1498.6559716551849,2959,2590,369
699,889.510309421119,10077.880104486865,1501.0376584105536,2316,1988,328
700,889.6986223806373,10079.18555894822,1503.4171616739561,2619,2305,314
701,889.8868423508796,10080.492282062709,1505.794483605426,3223,2868,355
702,890.0749693340547,10081.800274708132,1508.1696263617735,4135,3833,302
703,890.2630033323712,10083.109537763477,1510.5425920965947,5262,4960,302
704,890.450944348038,10084.420072108886,1512.913382960279,2377,2081,296
705,890.6387923832638,10085.731878625693,1515.282001100016,2333,1999,334
706,890.8265474402573,10087.044958196386,1517.6484486597976,4191,3817,374
707,891.0142095212273,10088.35931170465,1520.012727780427,4245,3924,321
708,891.2017786283828,10089.674940035336,1522.374840599526,3035,2684,351
709,891.3892547639324,10090.991844074482,1524.7347892515293,2782,2435,347
710,891.5766379300849,10092.310024709303,1527.0925758677088,2750,2358,392
711,891.763928129049,10093.629482828197,1529.4482025761583,2561,2177,384
712,891.9511253630335,10094.950219320752,1531.8016715018177,2571,2217,354
713,892.1382296342472,10096.272235077735,1534.1529847664654,3138,2759,379
714,892.3252409448988,10097.595530991108,1536.5021444887345,2237,1948,289
715,892.5121592971973,10098.92010795402,1538.8491527841081,1951,1593,358
716,892.6989846933511,10100.245966860812,1541.1940117649312,3496,3158,338
717,892.8857171355695,10101.573108607014,1543.5367235404167,2200,1812,388
718,893.0723566260608,10102.901534089357,1545.8772902166431,2182,1823,359
719,893.258903167034,10104.231244205766,1548.2157138965715,3032,2623,409
720,893.4453567606979,10105.562239855362,1550.551996680045,3088,2658,430
721,893.631717409261,10106.894521938471,1552.886140663789,3911,3499,412
722,893.8179851149323,10108.22809135661,1555.2181479414296,3125,2737,388
723,894.0041598799206,10109.562949012512,1557.5480206034874,3599,3313,286
724,894.1902417064344,10110.899095810104,1559.8757607373875,3657,3280,377
725,894.3762305966828,10112.23653265452,1562.2013704274661,3716,3378,338
726,894.5621265528747,10113.575260452113,1564.5248517549783,3701,3342,359
727,894.7479295772184,10114.915280110432,1566.8462067980902,2693,2329,364
728,894.9336396719228,10116.256592538244,1569.1654376318977,2575,2215,360
729,895.1192568391971,10117.59919864553,1571.4825463284371,3302,2964,338
730,895.3047810812494,10118.943099343485,1573.797534956667,2191,1833,358
731,895.490212400289,10120.288295544511,1576.1104055824992,3334,2948,386
732,895.6755507985245,10121.634788162244,1578.4211602687858,4301,3972,329
733,895.8607962781645,10122.982578111525,1580.7298010753377,2652,2276,376
734,896.0459488414181,10124.331666308428,1583.0363300589208,2141,1808,333
735,896.2310084904938,10125.682053670242,1585.3407492732651,2402,2062,340
736,896.4159752276005,10127.033741115485,1587.6430607690684,2392,2089,303
737,896.6008490549469,10128.3867295639,1589.9432665940033,2916,2668,248
738,896.785629974742,10129.741019936455,1592.2413687927267,2541,2209,332
739,896.9703179891943,10131.096613155358,1594.5373694068687,1974,1530,444
740,897.1549131005128,10132.45351014403,1596.8312704750617,2258,1855,403
741,897.3394153109059,10133.811711827151,1599.1230740329258,2412,2044,368
742,897.5238246225828,10135.17121913061,1601.4127821130853,2866,2455,411
743,897.7081410377521,10136.532032981551,1603.7003967451667,1905,1587,318
744,897.8923645586225,10137.894154308347,1605.9859199558134,2218,1858,360
745,898.0764951874029,10139.257584040617,1608.2693537686785,2481,2137,344
746,898.2605329263021,10140.622323109214,1610.550700204439,2416,2008,408
747,898.4444777775285,10141.988372446243,1612.829961280798,3445,3122,323
748,898.6283297432914,10143.355732985054,1615.1071390124955,2583,2293,290
749,898.8120888257992,10144.72440566023,1617.3822354112992,2270,1947,323
750,898.9957550272608,10146.094391407625,1619.6552524860265,2751,2417,334
751,899.179328349885,10147.465691164327,1621.9261922425387,4450,4081,369
752,899.3628087958807,10148.838305868683,1624.1950566837525,3128,2755,373
753,899.5461963674564,10150.21223646029,1626.4618478096356,2603,2277,326
754,899.729491066821,10151.587483880005,1628.726567617224,1902,1549,353
755,899.9126928961833,10152.964049069942,1630.989218100621,2494,2207,287
756,900.0958018577521,10154.341932973472,1633.2498012510016,2272,1883,389
757,900.278817953736,10155.72113653523,1635.5083190566158,2196,1868,328
758,900.4617411863438,10157.10166070111,1637.7647735028015,1871,1540,331
759,900.6445715577846,10158.483506418272,1640.019166571986,2360,1975,385
760,900.8273090702668,10159.866674635143,1642.271500243681,2306,1949,357
761,901.0099537259995,10161.251166301421,1644.5217764945075,3685,3371,314
762,901.1925055271911,10162.636982368069,1646.7699972981766,5571,5141,430
763,901.3749644760505,10164.024123787325,1649.0161646255212,2461,2119,342
764,901.5573305747868,10165.412591512697,1651.260280444479,2561,2239,322
765,901.7396038256082,10166.802386498975,1653.5023467201074,2019,1691,328
766,901.9217842307239,10168.193509702221,1655.742365414587,3039,2695,344
767,902.1038717923426,10169.585962079771,1657.9803384872296,2310,1940,370
768,902.2858665126729,10170.979744590251,1660.2162678944744,1925,1632,293
769,902.4677683939237,10172.374858193567,1662.4501555899053,2634,2257,377
770,902.6495774383039,10173.771303850906,1664.6820035242447,2099,1757,342
771,902.8312936480221,10175.16908252474,1666.9118136453628,2972,2696,276
772,903.012917025287,10176.568195178841,1669.1395878982833,2050,1697,353
773,903.1944475723078,10177.968642778253,1671.3653282251937,2520,2144,376
774,903.3758852912927,10179.370426289322,1673.5890365654316,2232,1883,349
775,903.5572301844508,10180.773546679693,1675.8107148555148,2215,1875,340
776,903.7384822539907,10182.178004918287,1678.0303650291237,4229,3965,264
777,903.9196415021213,10183.58380197534,1680.2479890171246,2344,2015,329
778,904.1007079310516,10184.99093882238,1682.4635887475627,2029,1722,307
779,904.2816815429899,10186.399416432234,1684.6771661456635,2465,2085,380
780,904.4625623401452,10187.809235779036,1686.8887231338551,2718,2320,398
781,904.6433503247263,10189.220397838222,1689.0982616317572,2962,2572,390
782,904.824045498942,10190.632903586535,1691.3057835561915,3702,3417,285
783,905.004647865001,10192.04675400202,1693.5112908211843,2578,2320,258
784,905.185157425112,10193.461950064044,1695.7147853379768,4827,4488,339
785,905.3655741814839,10194.878492753276,1697.91626901502,2412,2137,275
786,905.5458981363254,10196.2963830517,1700.1157437579943,3027,2763,264
787,905.7261292918455,10197.715621942616,1702.313211469803,2572,2278,294
788,905.9062676502526,10199.136210410647,1704.5086740505715,2716,2353,363
789,906.0863132137557,10200.558149441727,1706.7021333976675,2379,2067,312
790,906.2662659845636,10201.981440023115,1708.8935914057013,3987,3636,351
